state,district,stage,sex,date,teachers
Johor,Segamat,primary,female,2018-01-01,1361
Johor,Segamat,primary,female,2019-01-01,1340
Johor,Segamat,primary,female,2020-01-01,1314
Johor,Segamat,primary,female,2021-01-01,1300
Johor,Segamat,primary,female,2022-01-01,1250
Johor,Segamat,primary,female,2023-06-30,1258
Johor,Segamat,primary,female,2024-06-30,1272
Johor,Segamat,primary,female,2025-06-30,1287
Johor,Segamat,primary,male,2017-01-01,556
Johor,Segamat,primary,male,2018-01-01,571
Johor,Segamat,primary,male,2019-01-01,565
Johor,Segamat,primary,male,2020-01-01,570
Johor,Segamat,primary,male,2021-01-01,574
Johor,Segamat,primary,male,2022-01-01,545
Johor,Segamat,primary,male,2023-06-30,539
Johor,Segamat,primary,male,2024-06-30,541
Johor,Segamat,primary,male,2025-06-30,546
Johor,Segamat,secondary,both,2017-01-01,1494
Johor,Segamat,secondary,both,2018-01-01,1466
Johor,Segamat,secondary,both,2019-01-01,1441
Johor,Segamat,secondary,both,2020-01-01,1407
Johor,Segamat,secondary,both,2021-01-01,1366
Johor,Segamat,secondary,both,2022-01-01,1378
Johor,Segamat,secondary,both,2023-06-30,1347
Johor,Segamat,secondary,both,2024-06-30,1397
Johor,Segamat,secondary,both,2025-06-30,1399
Johor,Segamat,secondary,female,2017-01-01,973
Johor,Segamat,secondary,female,2018-01-01,956
Johor,Segamat,secondary,female,2019-01-01,942
Johor,Segamat,secondary,female,2020-01-01,929
Johor,Segamat,secondary,female,2021-01-01,907
Johor,Segamat,secondary,female,2022-01-01,907
Johor,Segamat,secondary,female,2023-06-30,896
Johor,Segamat,secondary,female,2024-06-30,939
Johor,Segamat,secondary,female,2025-06-30,944
Johor,Segamat,secondary,male,2017-01-01,521
Johor,Segamat,secondary,male,2018-01-01,510
Johor,Segamat,secondary,male,2019-01-01,499
Johor,Segamat,secondary,male,2020-01-01,478
Johor,Segamat,secondary,male,2021-01-01,459
Johor,Segamat,secondary,male,2022-01-01,471
Johor,Segamat,secondary,male,2023-06-30,451
Johor,Segamat,secondary,male,2024-06-30,458
Johor,Segamat,secondary,male,2025-06-30,455
Johor,Tangkak,primary,both,2017-01-01,1342
Johor,Tangkak,primary,both,2018-01-01,1358
Johor,Tangkak,primary,both,2019-01-01,1326
Johor,Tangkak,primary,both,2020-01-01,1298
Johor,Tangkak,primary,both,2021-01-01,1261
Johor,Tangkak,primary,both,2022-01-01,1240
Johor,Tangkak,primary,both,2023-06-30,1228
Johor,Tangkak,primary,both,2024-06-30,1237
Johor,Tangkak,primary,both,2025-06-30,1268
Johor,Tangkak,primary,female,2017-01-01,952
Johor,Tangkak,primary,female,2018-01-01,979
Johor,Tangkak,primary,female,2019-01-01,954
Johor,Tangkak,primary,female,2020-01-01,934
Johor,Tangkak,primary,female,2021-01-01,910
Johor,Tangkak,primary,female,2022-01-01,898
Johor,Tangkak,primary,female,2023-06-30,897
Johor,Tangkak,primary,female,2024-06-30,904
Johor,Tangkak,primary,female,2025-06-30,922
Johor,Tangkak,primary,male,2017-01-01,390
Johor,Tangkak,primary,male,2018-01-01,379
Johor,Tangkak,primary,male,2019-01-01,372
Johor,Tangkak,primary,male,2020-01-01,364
Johor,Tangkak,primary,male,2021-01-01,351
Johor,Tangkak,primary,male,2022-01-01,342
Johor,Tangkak,primary,male,2023-06-30,331
Johor,Tangkak,primary,male,2024-06-30,333
Johor,Tangkak,primary,male,2025-06-30,346
Johor,Tangkak,secondary,both,2017-01-01,1030
Johor,Tangkak,secondary,both,2018-01-01,1028
Johor,Tangkak,secondary,both,2019-01-01,1033
Johor,Tangkak,secondary,both,2020-01-01,1011
Johor,Tangkak,secondary,both,2021-01-01,991
Johor,Tangkak,secondary,both,2022-01-01,989
Johor,Tangkak,secondary,both,2023-06-30,972
Johor,Tangkak,secondary,both,2024-06-30,988
Johor,Tangkak,secondary,both,2025-06-30,974
Johor,Tangkak,secondary,female,2017-01-01,654
Johor,Tangkak,secondary,female,2018-01-01,662
Johor,Tangkak,secondary,female,2019-01-01,672
Johor,Tangkak,secondary,female,2020-01-01,656
Johor,Tangkak,secondary,female,2021-01-01,648
Johor,Tangkak,secondary,female,2022-01-01,657
Johor,Tangkak,secondary,female,2023-06-30,654
Johor,Tangkak,secondary,female,2024-06-30,685
Johor,Tangkak,secondary,female,2025-06-30,678
Johor,Tangkak,secondary,male,2017-01-01,376
Johor,Tangkak,secondary,male,2018-01-01,366
Johor,Tangkak,secondary,male,2019-01-01,361
Johor,Tangkak,secondary,male,2020-01-01,355
Johor,Tangkak,secondary,male,2021-01-01,343
Johor,Tangkak,secondary,male,2022-01-01,332
Johor,Tangkak,secondary,male,2023-06-30,318
Johor,Tangkak,secondary,male,2024-06-30,303
Johor,Tangkak,secondary,male,2025-06-30,296
Johor,Pasir Gudang,primary,both,2023-06-30,4390
Johor,Pasir Gudang,primary,both,2024-06-30,4600
Johor,Pasir Gudang,primary,both,2025-06-30,4615
Johor,Pasir Gudang,primary,female,2023-06-30,3254
Johor,Pasir Gudang,primary,female,2024-06-30,3422
Johor,Pasir Gudang,primary,female,2025-06-30,3459
Johor,Pasir Gudang,primary,male,2023-06-30,1136
Johor,Pasir Gudang,primary,male,2024-06-30,1178
Johor,Pasir Gudang,primary,male,2025-06-30,1156
Johor,Pasir Gudang,secondary,both,2023-06-30,3500
Johor,Pasir Gudang,secondary,both,2024-06-30,3504
Johor,Pasir Gudang,secondary,both,2025-06-30,3511
Johor,Pasir Gudang,secondary,female,2023-06-30,2783
Johor,Pasir Gudang,secondary,female,2024-06-30,2820
Johor,Pasir Gudang,secondary,female,2025-06-30,2832
Johor,Pasir Gudang,secondary,male,2023-06-30,717
Johor,Pasir Gudang,secondary,male,2024-06-30,684
Johor,Pasir Gudang,secondary,male,2025-06-30,679
Kedah,All Districts,primary,both,2017-01-01,16948
Kedah,All Districts,primary,both,2018-01-01,17202
Kedah,All Districts,primary,both,2019-01-01,17161
Kedah,All Districts,primary,both,2020-01-01,17069
Kedah,All Districts,primary,both,2021-01-01,16918
Kedah,All Districts,primary,both,2022-01-01,17437
Kedah,All Districts,primary,both,2023-06-30,17121
Kedah,All Districts,primary,both,2024-06-30,16953
Kedah,All Districts,primary,both,2025-06-30,16962
Kedah,All Districts,primary,female,2017-01-01,11761
Kedah,All Districts,primary,female,2018-01-01,12176
Kedah,All Districts,primary,female,2019-01-01,12177
Kedah,All Districts,primary,female,2020-01-01,12084
Kedah,All Districts,primary,female,2021-01-01,12022
Kedah,All Districts,primary,female,2022-01-01,12350
Kedah,All Districts,primary,female,2023-06-30,12170
Kedah,All Districts,primary,female,2024-06-30,12120
Kedah,All Districts,primary,female,2025-06-30,12178
Kedah,All Districts,primary,male,2017-01-01,5187
Kedah,All Districts,primary,male,2018-01-01,5026
Kedah,All Districts,primary,male,2019-01-01,4984
Kedah,All Districts,primary,male,2020-01-01,4985
Kedah,All Districts,primary,male,2021-01-01,4896
Kedah,All Districts,primary,male,2022-01-01,5087
Kedah,All Districts,primary,male,2023-06-30,4951
Kedah,All Districts,primary,male,2024-06-30,4833
Kedah,All Districts,primary,male,2025-06-30,4784
Kedah,All Districts,secondary,both,2017-01-01,14280
Kedah,All Districts,secondary,both,2018-01-01,14198
Kedah,All Districts,secondary,both,2019-01-01,14033
Kedah,All Districts,secondary,both,2020-01-01,13725
Kedah,All Districts,secondary,both,2021-01-01,13382
Kedah,All Districts,secondary,both,2022-01-01,13683
Kedah,All Districts,secondary,both,2023-06-30,13244
Kedah,All Districts,secondary,both,2024-06-30,13295
Kedah,All Districts,secondary,both,2025-06-30,13318
Kedah,All Districts,secondary,female,2017-01-01,9598
Kedah,All Districts,secondary,female,2018-01-01,9680
Kedah,All Districts,secondary,female,2019-01-01,9638
Kedah,All Districts,secondary,female,2020-01-01,9526
Kedah,All Districts,secondary,female,2021-01-01,9345
Kedah,All Districts,secondary,female,2022-01-01,9666
Kedah,All Districts,secondary,female,2023-06-30,9434
Kedah,All Districts,secondary,female,2024-06-30,9577
Kedah,All Districts,secondary,female,2025-06-30,9699
Kedah,All Districts,secondary,male,2017-01-01,4682
Kedah,All Districts,secondary,male,2018-01-01,4518
Kedah,All Districts,secondary,male,2019-01-01,4395
Kedah,All Districts,secondary,male,2020-01-01,4199
Kedah,All Districts,secondary,male,2021-01-01,4037
Kedah,All Districts,secondary,male,2022-01-01,4017
Kedah,All Districts,secondary,male,2023-06-30,3810
Kedah,All Districts,secondary,male,2024-06-30,3718
Kedah,All Districts,secondary,male,2025-06-30,3619
Kedah,Baling,primary,both,2017-01-01,2113
Kedah,Baling,primary,both,2018-01-01,1517
Kedah,Baling,primary,both,2019-01-01,1460
Kedah,Baling,primary,both,2020-01-01,1440
Kedah,Baling,primary,both,2021-01-01,1435
Kedah,Baling,primary,both,2022-01-01,1476
Kedah,Baling,primary,both,2023-06-30,1455
Kedah,Baling,primary,both,2024-06-30,1437
Kedah,Baling,primary,both,2025-06-30,1427
Kedah,Baling,primary,female,2017-01-01,1313
Kedah,Baling,primary,female,2018-01-01,998
Kedah,Baling,primary,female,2019-01-01,959
Kedah,Baling,primary,female,2020-01-01,954
Kedah,Baling,primary,female,2021-01-01,959
Kedah,Baling,primary,female,2022-01-01,988
Kedah,Baling,primary,female,2023-06-30,972
Kedah,Baling,primary,female,2024-06-30,967
Kedah,Baling,primary,female,2025-06-30,973
Kedah,Baling,primary,male,2017-01-01,800
Kedah,Baling,primary,male,2018-01-01,519
Kedah,Baling,primary,male,2019-01-01,501
Kedah,Baling,primary,male,2020-01-01,486
Kedah,Baling,primary,male,2021-01-01,476
Kedah,Baling,primary,male,2022-01-01,488
Kedah,Baling,primary,male,2023-06-30,483
Kedah,Baling,primary,male,2024-06-30,470
Kedah,Baling,primary,male,2025-06-30,454
Kedah,Baling,secondary,both,2017-01-01,1635
Kedah,Baling,secondary,both,2018-01-01,1094
Kedah,Baling,secondary,both,2019-01-01,1072
Kedah,Baling,secondary,both,2020-01-01,1014
Kedah,Baling,secondary,both,2021-01-01,986
Kedah,Baling,secondary,both,2022-01-01,1001
Kedah,Baling,secondary,both,2023-06-30,959
Kedah,Baling,secondary,both,2024-06-30,967
Kedah,Baling,secondary,both,2025-06-30,980
Kedah,Baling,secondary,female,2017-01-01,1003
Kedah,Baling,secondary,female,2018-01-01,695
Kedah,Baling,secondary,female,2019-01-01,692
Kedah,Baling,secondary,female,2020-01-01,664
Kedah,Baling,secondary,female,2021-01-01,653
Kedah,Baling,secondary,female,2022-01-01,667
Kedah,Baling,secondary,female,2023-06-30,650
Kedah,Baling,secondary,female,2024-06-30,653
Kedah,Baling,secondary,female,2025-06-30,675
Kedah,Baling,secondary,male,2017-01-01,632
Kedah,Baling,secondary,male,2018-01-01,399
Kedah,Baling,secondary,male,2019-01-01,380
Kedah,Baling,secondary,male,2020-01-01,350
Kedah,Baling,secondary,male,2021-01-01,333
Kedah,Baling,secondary,male,2022-01-01,334
Kedah,Baling,secondary,male,2023-06-30,309
Kedah,Baling,secondary,male,2024-06-30,314
Kedah,Baling,secondary,male,2025-06-30,305
Kedah,Bandar Baharu,primary,both,2017-01-01,2698
Kedah,Bandar Baharu,primary,both,2018-01-01,491
Kedah,Bandar Baharu,primary,both,2019-01-01,493
Kedah,Bandar Baharu,primary,both,2020-01-01,494
Kedah,Bandar Baharu,primary,both,2021-01-01,475
Kedah,Bandar Baharu,primary,both,2022-01-01,492
Kedah,Bandar Baharu,primary,female,2017-01-01,1914
Kedah,Bandar Baharu,primary,female,2018-01-01,302
Kedah,Bandar Baharu,primary,female,2019-01-01,310
Kedah,Bandar Baharu,primary,female,2020-01-01,307
Kedah,Bandar Baharu,primary,female,2021-01-01,298
Kedah,Bandar Baharu,primary,female,2022-01-01,301
Kedah,Bandar Baharu,primary,male,2017-01-01,784
Kedah,Bandar Baharu,primary,male,2018-01-01,189
Kedah,Bandar Baharu,primary,male,2019-01-01,183
Kedah,Bandar Baharu,primary,male,2020-01-01,187
Kedah,Bandar Baharu,primary,male,2021-01-01,177
Kedah,Bandar Baharu,primary,male,2022-01-01,191
Kedah,Bandar Baharu,secondary,both,2017-01-01,2193
Kedah,Bandar Baharu,secondary,both,2018-01-01,299
Kedah,Bandar Baharu,secondary,both,2019-01-01,293
Kedah,Bandar Baharu,secondary,both,2020-01-01,279
Kedah,Bandar Baharu,secondary,both,2021-01-01,267
Kedah,Bandar Baharu,secondary,both,2022-01-01,268
Kedah,Bandar Baharu,secondary,female,2017-01-01,1498
Kedah,Bandar Baharu,secondary,female,2018-01-01,182
Kedah,Bandar Baharu,secondary,female,2019-01-01,186
Kedah,Bandar Baharu,secondary,female,2020-01-01,178
Kedah,Bandar Baharu,secondary,female,2021-01-01,170
Kedah,Bandar Baharu,secondary,female,2022-01-01,175
Kedah,Bandar Baharu,secondary,male,2017-01-01,695
Kedah,Bandar Baharu,secondary,male,2018-01-01,117
Kedah,Bandar Baharu,secondary,male,2019-01-01,107
Kedah,Bandar Baharu,secondary,male,2020-01-01,101
Kedah,Bandar Baharu,secondary,male,2021-01-01,97
Kedah,Bandar Baharu,secondary,male,2022-01-01,93
Kedah,Kota Setar,primary,both,2017-01-01,3250
Kedah,Kota Setar,primary,both,2018-01-01,2798
Kedah,Kota Setar,primary,both,2019-01-01,2776
Kedah,Kota Setar,primary,both,2020-01-01,2742
Kedah,Kota Setar,primary,both,2021-01-01,2748
Kedah,Kota Setar,primary,both,2022-01-01,2842
Kedah,Kota Setar,primary,both,2023-06-30,3176
Kedah,Kota Setar,primary,both,2024-06-30,3150
Kedah,Kota Setar,primary,both,2025-06-30,3172
Kedah,Kota Setar,primary,female,2017-01-01,2396
Kedah,Kota Setar,primary,female,2018-01-01,2097
Kedah,Kota Setar,primary,female,2019-01-01,2084
Kedah,Kota Setar,primary,female,2020-01-01,2048
Kedah,Kota Setar,primary,female,2021-01-01,2054
Kedah,Kota Setar,primary,female,2022-01-01,2103
Kedah,Kota Setar,primary,female,2023-06-30,2331
Kedah,Kota Setar,primary,female,2024-06-30,2308
Kedah,Kota Setar,primary,female,2025-06-30,2320
Kedah,Kota Setar,primary,male,2017-01-01,854
Kedah,Kota Setar,primary,male,2018-01-01,701
Kedah,Kota Setar,primary,male,2019-01-01,692
Kedah,Kota Setar,primary,male,2020-01-01,694
Kedah,Kota Setar,primary,male,2021-01-01,694
Kedah,Kota Setar,primary,male,2022-01-01,739
Kedah,Kota Setar,primary,male,2023-06-30,845
Kedah,Kota Setar,primary,male,2024-06-30,842
Kedah,Kota Setar,primary,male,2025-06-30,852
Kedah,Kota Setar,secondary,both,2017-01-01,3012
Kedah,Kota Setar,secondary,both,2018-01-01,2626
Kedah,Kota Setar,secondary,both,2019-01-01,2552
Kedah,Kota Setar,secondary,both,2020-01-01,2496
Kedah,Kota Setar,secondary,both,2021-01-01,2440
Kedah,Kota Setar,secondary,both,2022-01-01,2505
Kedah,Kota Setar,secondary,both,2023-06-30,2688
Kedah,Kota Setar,secondary,both,2024-06-30,2707
Kedah,Kota Setar,secondary,both,2025-06-30,2729
Kedah,Kota Setar,secondary,female,2017-01-01,2056
Kedah,Kota Setar,secondary,female,2018-01-01,1826
Kedah,Kota Setar,secondary,female,2019-01-01,1775
Kedah,Kota Setar,secondary,female,2020-01-01,1747
Kedah,Kota Setar,secondary,female,2021-01-01,1722
Kedah,Kota Setar,secondary,female,2022-01-01,1793
Kedah,Kota Setar,secondary,female,2023-06-30,1940
Kedah,Kota Setar,secondary,female,2024-06-30,1954
Kedah,Kota Setar,secondary,female,2025-06-30,1976
Kedah,Kota Setar,secondary,male,2017-01-01,956
Kedah,Kota Setar,secondary,male,2018-01-01,800
Kedah,Kota Setar,secondary,male,2019-01-01,777
Kedah,Kota Setar,secondary,male,2020-01-01,749
Kedah,Kota Setar,secondary,male,2021-01-01,718
Kedah,Kota Setar,secondary,male,2022-01-01,712
Kedah,Kota Setar,secondary,male,2023-06-30,748
Kedah,Kota Setar,secondary,male,2024-06-30,753
Kedah,Kota Setar,secondary,male,2025-06-30,753
Kedah,Kuala Muda,primary,both,2017-01-01,4386
Kedah,Kuala Muda,primary,both,2018-01-01,3699
Kedah,Kuala Muda,primary,both,2019-01-01,3739
Kedah,Kuala Muda,primary,both,2020-01-01,3723
Kedah,Kuala Muda,primary,both,2021-01-01,3695
Kedah,Kuala Muda,primary,both,2022-01-01,3828
Kedah,Kuala Muda,primary,both,2025-06-30,3266
Kedah,Kuala Muda,primary,female,2017-01-01,3172
Kedah,Kuala Muda,primary,female,2018-01-01,2749
Kedah,Kuala Muda,primary,female,2019-01-01,2788
Kedah,Kuala Muda,primary,female,2020-01-01,2766
Kedah,Kuala Muda,primary,female,2021-01-01,2725
Kedah,Kuala Muda,primary,female,2022-01-01,2802
Kedah,Kuala Muda,primary,female,2025-06-30,2431
Kedah,Kuala Muda,primary,male,2017-01-01,1214
Kedah,Kuala Muda,primary,male,2018-01-01,950
Kedah,Kuala Muda,primary,male,2019-01-01,951
Kedah,Kuala Muda,primary,male,2020-01-01,957
Kedah,Kuala Muda,primary,male,2021-01-01,970
Kedah,Kuala Muda,primary,male,2022-01-01,1026
Kedah,Kuala Muda,primary,male,2025-06-30,835
Kedah,Kuala Muda,secondary,both,2017-01-01,3697
Kedah,Kuala Muda,secondary,both,2018-01-01,3135
Kedah,Kuala Muda,secondary,both,2019-01-01,3141
Kedah,Kuala Muda,secondary,both,2020-01-01,3096
Kedah,Kuala Muda,secondary,both,2021-01-01,3003
Kedah,Kuala Muda,secondary,both,2022-01-01,3038
Kedah,Kuala Muda,secondary,both,2025-06-30,2477
Kedah,Kuala Muda,secondary,female,2017-01-01,2569
Kedah,Kuala Muda,secondary,female,2018-01-01,2243
Kedah,Kuala Muda,secondary,female,2019-01-01,2251
Kedah,Kuala Muda,secondary,female,2020-01-01,2226
Kedah,Kuala Muda,secondary,female,2021-01-01,2180
Kedah,Kuala Muda,secondary,female,2022-01-01,2231
Kedah,Kuala Muda,secondary,female,2025-06-30,1860
Kedah,Kuala Muda,secondary,male,2017-01-01,1128
Kedah,Kuala Muda,secondary,male,2018-01-01,892
Kedah,Kuala Muda,secondary,male,2019-01-01,890
Kedah,Kuala Muda,secondary,male,2020-01-01,870
Kedah,Kuala Muda,secondary,male,2021-01-01,823
Kedah,Kuala Muda,secondary,male,2022-01-01,807
Kedah,Kuala Muda,secondary,male,2025-06-30,617
Kedah,Kubang Pasu,primary,both,2017-01-01,1980
Kedah,Kubang Pasu,primary,both,2018-01-01,2009
Kedah,Kubang Pasu,primary,both,2019-01-01,2006
Kedah,Kubang Pasu,primary,both,2020-01-01,2006
Kedah,Kubang Pasu,primary,both,2021-01-01,1998
Kedah,Kubang Pasu,primary,both,2022-01-01,2055
Kedah,Kubang Pasu,primary,both,2023-06-30,2032
Kedah,Kubang Pasu,primary,both,2024-06-30,2001
Kedah,Kubang Pasu,primary,both,2025-06-30,2012
Kedah,Kubang Pasu,primary,female,2017-01-01,1375
Kedah,Kubang Pasu,primary,female,2018-01-01,1421
Kedah,Kubang Pasu,primary,female,2019-01-01,1427
Kedah,Kubang Pasu,primary,female,2020-01-01,1415
Kedah,Kubang Pasu,primary,female,2021-01-01,1426
Kedah,Kubang Pasu,primary,female,2022-01-01,1477
Kedah,Kubang Pasu,primary,female,2023-06-30,1464
Kedah,Kubang Pasu,primary,female,2024-06-30,1450
Kedah,Kubang Pasu,primary,female,2025-06-30,1462
Kedah,Kubang Pasu,primary,male,2017-01-01,605
Kedah,Kubang Pasu,primary,male,2018-01-01,588
Kedah,Kubang Pasu,primary,male,2019-01-01,579
Kedah,Kubang Pasu,primary,male,2020-01-01,591
Kedah,Kubang Pasu,primary,male,2021-01-01,572
Kedah,Kubang Pasu,primary,male,2022-01-01,578
Kedah,Kubang Pasu,primary,male,2023-06-30,568
Kedah,Kubang Pasu,primary,male,2024-06-30,551
Kedah,Kubang Pasu,primary,male,2025-06-30,550
Kedah,Kubang Pasu,secondary,both,2017-01-01,1691
Kedah,Kubang Pasu,secondary,both,2018-01-01,1672
Kedah,Kubang Pasu,secondary,both,2019-01-01,1684
Kedah,Kubang Pasu,secondary,both,2020-01-01,1638
Kedah,Kubang Pasu,secondary,both,2021-01-01,1579
Kedah,Kubang Pasu,secondary,both,2022-01-01,1619
Kedah,Kubang Pasu,secondary,both,2023-06-30,1575
Kedah,Kubang Pasu,secondary,both,2024-06-30,1579
Kedah,Kubang Pasu,secondary,both,2025-06-30,1562
Kedah,Kubang Pasu,secondary,female,2017-01-01,1142
Kedah,Kubang Pasu,secondary,female,2018-01-01,1140
Kedah,Kubang Pasu,secondary,female,2019-01-01,1151
Kedah,Kubang Pasu,secondary,female,2020-01-01,1133
Kedah,Kubang Pasu,secondary,female,2021-01-01,1098
Kedah,Kubang Pasu,secondary,female,2022-01-01,1125
Kedah,Kubang Pasu,secondary,female,2023-06-30,1099
Kedah,Kubang Pasu,secondary,female,2024-06-30,1120
Kedah,Kubang Pasu,secondary,female,2025-06-30,1125
Kedah,Kubang Pasu,secondary,male,2017-01-01,549
Kedah,Kubang Pasu,secondary,male,2018-01-01,532
Kedah,Kubang Pasu,secondary,male,2019-01-01,533
Kedah,Kubang Pasu,secondary,male,2020-01-01,505
Kedah,Kubang Pasu,secondary,male,2021-01-01,481
Kedah,Kubang Pasu,secondary,male,2022-01-01,494
Kedah,Kubang Pasu,secondary,male,2023-06-30,476
Kedah,Kubang Pasu,secondary,male,2024-06-30,459
Kedah,Kubang Pasu,secondary,male,2025-06-30,437
Kedah,Kulim,primary,both,2018-01-01,2311
Kedah,Kulim,primary,both,2019-01-01,2351
Kedah,Kulim,primary,both,2020-01-01,2319
Kedah,Kulim,primary,both,2021-01-01,2301
