date,state,office,passports
2023-11-01,Selangor,All,41196
2023-12-01,Selangor,All,44108
2024-01-01,Selangor,All,48339
2024-02-01,Selangor,All,46239
2024-03-01,Selangor,All,37831
2024-04-01,Selangor,All,35303
2024-05-01,Selangor,All,40438
2024-06-01,Selangor,All,35262
2024-07-01,Selangor,All,39248
2024-08-01,Selangor,All,38136
2024-09-01,Selangor,All,36178
2024-10-01,Selangor,All,35998
2020-01-01,Terengganu,All,3998
2020-02-01,Terengganu,All,
2020-03-01,Terengganu,All,921
2020-04-01,Terengganu,All,0
2020-05-01,Terengganu,All,121
2020-06-01,Terengganu,All,277
2020-07-01,Terengganu,All,277
2020-08-01,Terengganu,All,248
2020-09-01,Terengganu,All,269
2020-10-01,Terengganu,All,205
2020-11-01,Terengganu,All,207
2020-12-01,Terengganu,All,285
2021-01-01,Terengganu,All,202
2021-02-01,Terengganu,All,229
2021-03-01,Terengganu,All,372
2021-04-01,Terengganu,All,321
2021-05-01,Terengganu,All,537
2021-06-01,Terengganu,All,183
2021-07-01,Terengganu,All,415
2021-08-01,Terengganu,All,385
2021-09-01,Terengganu,All,308
2021-10-01,Terengganu,All,687
2021-11-01,Terengganu,All,1354
2021-12-01,Terengganu,All,1769
2022-01-01,Terengganu,All,940
2022-02-01,Terengganu,All,999
2022-03-01,Terengganu,All,1338
2022-04-01,Terengganu,All,1895
2022-05-01,Terengganu,All,3398
2022-06-01,Terengganu,All,5172
2022-07-01,Terengganu,All,4843
2022-08-01,Terengganu,All,6128
2022-09-01,Terengganu,All,6956
2022-10-01,Terengganu,All,5780
2022-11-01,Terengganu,All,4537
2022-12-01,Terengganu,All,6177
2023-01-01,Terengganu,All,7143
2023-02-01,Terengganu,All,6037
2023-03-01,Terengganu,All,4378
2023-04-01,Terengganu,All,4874
2023-05-01,Terengganu,All,6627
2023-06-01,Terengganu,All,5411
2023-07-01,Terengganu,All,6760
2023-08-01,Terengganu,All,6593
2023-09-01,Terengganu,All,6638
2023-10-01,Terengganu,All,6530
2023-11-01,Terengganu,All,4690
2023-12-01,Terengganu,All,6023
2024-01-01,Terengganu,All,7811
2024-02-01,Terengganu,All,7440
2024-03-01,Terengganu,All,3384
2024-04-01,Terengganu,All,4829
2024-05-01,Terengganu,All,5448
2024-06-01,Terengganu,All,5149
2024-07-01,Terengganu,All,5950
2024-08-01,Terengganu,All,6193
2024-09-01,Terengganu,All,6552
2024-10-01,Terengganu,All,5968
2020-01-01,W.P. Kuala Lumpur,All,27158
2020-02-01,W.P. Kuala Lumpur,All,
2020-03-01,W.P. Kuala Lumpur,All,6725
2020-04-01,W.P. Kuala Lumpur,All,0
2020-05-01,W.P. Kuala Lumpur,All,250
2020-06-01,W.P. Kuala Lumpur,All,837
2020-07-01,W.P. Kuala Lumpur,All,2080
2020-08-01,W.P. Kuala Lumpur,All,1810
2020-09-01,W.P. Kuala Lumpur,All,1700
2020-10-01,W.P. Kuala Lumpur,All,644
2020-11-01,W.P. Kuala Lumpur,All,192
2020-12-01,W.P. Kuala Lumpur,All,2344
2021-01-01,W.P. Kuala Lumpur,All,1649
2021-02-01,W.P. Kuala Lumpur,All,1528
2021-03-01,W.P. Kuala Lumpur,All,3179
2021-04-01,W.P. Kuala Lumpur,All,2765
2021-05-01,W.P. Kuala Lumpur,All,1300
2021-06-01,W.P. Kuala Lumpur,All,374
2021-07-01,W.P. Kuala Lumpur,All,1383
2021-08-01,W.P. Kuala Lumpur,All,2037
2021-09-01,W.P. Kuala Lumpur,All,3279
2021-10-01,W.P. Kuala Lumpur,All,8281
2021-11-01,W.P. Kuala Lumpur,All,11246
2021-12-01,W.P. Kuala Lumpur,All,10254
2022-01-01,W.P. Kuala Lumpur,All,7297
2022-02-01,W.P. Kuala Lumpur,All,9200
2022-03-01,W.P. Kuala Lumpur,All,14111
2022-04-01,W.P. Kuala Lumpur,All,23506
2022-05-01,W.P. Kuala Lumpur,All,31723
2022-06-01,W.P. Kuala Lumpur,All,41679
2022-07-01,W.P. Kuala Lumpur,All,36488
2022-08-01,W.P. Kuala Lumpur,All,43798
2022-09-01,W.P. Kuala Lumpur,All,43818
2022-10-01,W.P. Kuala Lumpur,All,41438
2022-11-01,W.P. Kuala Lumpur,All,38256
2022-12-01,W.P. Kuala Lumpur,All,43680
2023-01-01,W.P. Kuala Lumpur,All,40026
2023-02-01,W.P. Kuala Lumpur,All,42521
2023-03-01,W.P. Kuala Lumpur,All,41632
2023-04-01,W.P. Kuala Lumpur,All,33768
2023-05-01,W.P. Kuala Lumpur,All,39591
2023-06-01,W.P. Kuala Lumpur,All,35057
2023-07-01,W.P. Kuala Lumpur,All,37628
2023-08-01,W.P. Kuala Lumpur,All,37230
2023-09-01,W.P. Kuala Lumpur,All,34787
2023-10-01,W.P. Kuala Lumpur,All,36506
2023-11-01,W.P. Kuala Lumpur,All,34286
2023-12-01,W.P. Kuala Lumpur,All,38376
2024-01-01,W.P. Kuala Lumpur,All,38889
2024-02-01,W.P. Kuala Lumpur,All,33208
2024-03-01,W.P. Kuala Lumpur,All,31117
2024-04-01,W.P. Kuala Lumpur,All,27907
2024-05-01,W.P. Kuala Lumpur,All,34226
2024-06-01,W.P. Kuala Lumpur,All,31044
2024-07-01,W.P. Kuala Lumpur,All,33157
2024-08-01,W.P. Kuala Lumpur,All,33922
2024-09-01,W.P. Kuala Lumpur,All,34156
2024-10-01,W.P. Kuala Lumpur,All,32069
2020-01-01,W.P. Labuan,All,507
2020-02-01,W.P. Labuan,All,
2020-03-01,W.P. Labuan,All,113
2020-04-01,W.P. Labuan,All,0
2020-05-01,W.P. Labuan,All,33
2020-06-01,W.P. Labuan,All,109
2020-07-01,W.P. Labuan,All,131
2020-08-01,W.P. Labuan,All,67
2020-09-01,W.P. Labuan,All,99
2020-10-01,W.P. Labuan,All,47
2020-11-01,W.P. Labuan,All,32
2020-12-01,W.P. Labuan,All,81
2021-01-01,W.P. Labuan,All,57
2021-02-01,W.P. Labuan,All,110
2021-03-01,W.P. Labuan,All,113
2021-04-01,W.P. Labuan,All,100
2021-05-01,W.P. Labuan,All,44
2021-06-01,W.P. Labuan,All,15
2021-07-01,W.P. Labuan,All,88
2021-08-01,W.P. Labuan,All,94
2021-09-01,W.P. Labuan,All,84
2021-10-01,W.P. Labuan,All,143
2021-11-01,W.P. Labuan,All,184
2021-12-01,W.P. Labuan,All,190
2022-01-01,W.P. Labuan,All,162
2022-02-01,W.P. Labuan,All,119
2022-03-01,W.P. Labuan,All,215
2022-04-01,W.P. Labuan,All,324
2022-05-01,W.P. Labuan,All,423
2022-06-01,W.P. Labuan,All,520
2022-07-01,W.P. Labuan,All,352
2022-08-01,W.P. Labuan,All,494
2022-09-01,W.P. Labuan,All,557
2022-10-01,W.P. Labuan,All,550
2022-11-01,W.P. Labuan,All,485
2022-12-01,W.P. Labuan,All,690
2023-01-01,W.P. Labuan,All,673
2023-02-01,W.P. Labuan,All,627
2023-03-01,W.P. Labuan,All,495
2023-04-01,W.P. Labuan,All,540
2023-05-01,W.P. Labuan,All,659
2023-06-01,W.P. Labuan,All,455
2023-07-01,W.P. Labuan,All,521
2023-08-01,W.P. Labuan,All,551
2023-09-01,W.P. Labuan,All,529
2023-10-01,W.P. Labuan,All,455
2023-11-01,W.P. Labuan,All,467
2023-12-01,W.P. Labuan,All,550
2024-01-01,W.P. Labuan,All,639
2024-02-01,W.P. Labuan,All,603
2024-03-01,W.P. Labuan,All,435
2024-04-01,W.P. Labuan,All,518
2024-05-01,W.P. Labuan,All,529
2024-06-01,W.P. Labuan,All,455
2024-07-01,W.P. Labuan,All,521
2024-08-01,W.P. Labuan,All,502
2024-09-01,W.P. Labuan,All,548
2024-10-01,W.P. Labuan,All,515
2020-01-01,W.P. Putrajaya,All,7540
2020-02-01,W.P. Putrajaya,All,
2020-03-01,W.P. Putrajaya,All,1763
2020-04-01,W.P. Putrajaya,All,386
2020-05-01,W.P. Putrajaya,All,748
2020-06-01,W.P. Putrajaya,All,916
2020-07-01,W.P. Putrajaya,All,1282
2020-08-01,W.P. Putrajaya,All,1674
2020-09-01,W.P. Putrajaya,All,2366
2020-10-01,W.P. Putrajaya,All,2182
2020-11-01,W.P. Putrajaya,All,2067
2020-12-01,W.P. Putrajaya,All,1965
2021-01-01,W.P. Putrajaya,All,1908
2021-02-01,W.P. Putrajaya,All,2021
2021-03-01,W.P. Putrajaya,All,2853
2021-04-01,W.P. Putrajaya,All,3310
2021-05-01,W.P. Putrajaya,All,3121
2021-06-01,W.P. Putrajaya,All,2600
2021-07-01,W.P. Putrajaya,All,2414
2021-08-01,W.P. Putrajaya,All,2872
2021-09-01,W.P. Putrajaya,All,3018
2021-10-01,W.P. Putrajaya,All,4490
2021-11-01,W.P. Putrajaya,All,4914
2021-12-01,W.P. Putrajaya,All,4810
2022-01-01,W.P. Putrajaya,All,4347
2022-02-01,W.P. Putrajaya,All,3649
2022-03-01,W.P. Putrajaya,All,6809
2022-04-01,W.P. Putrajaya,All,7857
2022-05-01,W.P. Putrajaya,All,11684
2022-06-01,W.P. Putrajaya,All,13813
2022-07-01,W.P. Putrajaya,All,13263
2022-08-01,W.P. Putrajaya,All,13738
2022-09-01,W.P. Putrajaya,All,13054
2022-10-01,W.P. Putrajaya,All,13095
2022-11-01,W.P. Putrajaya,All,12481
2022-12-01,W.P. Putrajaya,All,15371
2023-01-01,W.P. Putrajaya,All,12354
2023-02-01,W.P. Putrajaya,All,12062
2023-03-01,W.P. Putrajaya,All,12415
2023-04-01,W.P. Putrajaya,All,10088
2023-05-01,W.P. Putrajaya,All,11526
2023-06-01,W.P. Putrajaya,All,9962
2023-07-01,W.P. Putrajaya,All,9823
2023-08-01,W.P. Putrajaya,All,9881
2023-09-01,W.P. Putrajaya,All,9334
2023-10-01,W.P. Putrajaya,All,9660
2023-11-01,W.P. Putrajaya,All,9322
2023-12-01,W.P. Putrajaya,All,9330
2024-01-01,W.P. Putrajaya,All,10562
2024-02-01,W.P. Putrajaya,All,9637
2024-03-01,W.P. Putrajaya,All,7891
2024-04-01,W.P. Putrajaya,All,8226
2024-05-01,W.P. Putrajaya,All,8975
2024-06-01,W.P. Putrajaya,All,8633
2024-07-01,W.P. Putrajaya,All,9515
2024-08-01,W.P. Putrajaya,All,9284
2024-09-01,W.P. Putrajaya,All,9620
2024-10-01,W.P. Putrajaya,All,9375
2020-01-01,Johor,Batu Pahat,2241
2020-02-01,Johor,Batu Pahat,
2020-03-01,Johor,Batu Pahat,698
2020-04-01,Johor,Batu Pahat,0
2020-05-01,Johor,Batu Pahat,0
2020-06-01,Johor,Batu Pahat,144
2020-07-01,Johor,Batu Pahat,316
2020-08-01,Johor,Batu Pahat,193
2020-09-01,Johor,Batu Pahat,197
2020-10-01,Johor,Batu Pahat,230
2020-11-01,Johor,Batu Pahat,210
2020-12-01,Johor,Batu Pahat,137
2021-01-01,Johor,Batu Pahat,136
2021-02-01,Johor,Batu Pahat,137
2021-03-01,Johor,Batu Pahat,159
2021-04-01,Johor,Batu Pahat,160
2021-05-01,Johor,Batu Pahat,136
2021-06-01,Johor,Batu Pahat,98
2021-07-01,Johor,Batu Pahat,172
2021-08-01,Johor,Batu Pahat,136
2021-09-01,Johor,Batu Pahat,135
2021-10-01,Johor,Batu Pahat,461
2021-11-01,Johor,Batu Pahat,905
2021-12-01,Johor,Batu Pahat,944
2022-01-01,Johor,Batu Pahat,852
2022-02-01,Johor,Batu Pahat,574
2022-03-01,Johor,Batu Pahat,1027
2022-04-01,Johor,Batu Pahat,1629
2022-05-01,Johor,Batu Pahat,3860
2022-06-01,Johor,Batu Pahat,4385
2022-07-01,Johor,Batu Pahat,3536
2022-08-01,Johor,Batu Pahat,3386
2022-09-01,Johor,Batu Pahat,3294
2022-10-01,Johor,Batu Pahat,3424
2022-11-01,Johor,Batu Pahat,2836
2022-12-01,Johor,Batu Pahat,3998
2023-01-01,Johor,Batu Pahat,3255
2023-02-01,Johor,Batu Pahat,4191
2023-03-01,Johor,Batu Pahat,3064
2023-04-01,Johor,Batu Pahat,2818
2023-05-01,Johor,Batu Pahat,3172
2023-06-01,Johor,Batu Pahat,2549
2023-07-01,Johor,Batu Pahat,2796
2023-08-01,Johor,Batu Pahat,2806
2023-09-01,Johor,Batu Pahat,2349
2023-10-01,Johor,Batu Pahat,2802
2023-11-01,Johor,Batu Pahat,2497
2023-12-01,Johor,Batu Pahat,2584
2024-01-01,Johor,Batu Pahat,2980
2024-02-01,Johor,Batu Pahat,3054
2024-03-01,Johor,Batu Pahat,2796
2024-04-01,Johor,Batu Pahat,2509
2024-05-01,Johor,Batu Pahat,2604
2024-06-01,Johor,Batu Pahat,2440
2024-07-01,Johor,Batu Pahat,2442
2024-08-01,Johor,Batu Pahat,2114
2024-09-01,Johor,Batu Pahat,2573
2024-10-01,Johor,Batu Pahat,2448
2020-01-01,Johor,Gelang Patah,0
2020-02-01,Johor,Gelang Patah,
2020-03-01,Johor,Gelang Patah,0
2020-04-01,Johor,Gelang Patah,0
2020-05-01,Johor,Gelang Patah,0
2020-06-01,Johor,Gelang Patah,0
2020-07-01,Johor,Gelang Patah,0
2020-08-01,Johor,Gelang Patah,0
2020-09-01,Johor,Gelang Patah,0
2020-10-01,Johor,Gelang Patah,0
2020-11-01,Johor,Gelang Patah,0
2020-12-01,Johor,Gelang Patah,0
2021-01-01,Johor,Gelang Patah,0
2021-02-01,Johor,Gelang Patah,0
2021-03-01,Johor,Gelang Patah,0
2021-04-01,Johor,Gelang Patah,0
2021-05-01,Johor,Gelang Patah,0
2021-06-01,Johor,Gelang Patah,0
2021-07-01,Johor,Gelang Patah,0
2021-08-01,Johor,Gelang Patah,0
2021-09-01,Johor,Gelang Patah,0
2021-10-01,Johor,Gelang Patah,0
2021-11-01,Johor,Gelang Patah,0
2021-12-01,Johor,Gelang Patah,0
2022-01-01,Johor,Gelang Patah,0
2022-02-01,Johor,Gelang Patah,0
2022-03-01,Johor,Gelang Patah,0
2022-04-01,Johor,Gelang Patah,0
2022-05-01,Johor,Gelang Patah,0
2022-06-01,Johor,Gelang Patah,0
2022-07-01,Johor,Gelang Patah,1809
2022-08-01,Johor,Gelang Patah,695
2022-09-01,Johor,Gelang Patah,398
2022-10-01,Johor,Gelang Patah,390
2022-11-01,Johor,Gelang Patah,426
2022-12-01,Johor,Gelang Patah,490
2023-01-01,Johor,Gelang Patah,327
2023-02-01,Johor,Gelang Patah,892
2023-03-01,Johor,Gelang Patah,626
2023-04-01,Johor,Gelang Patah,536
2023-05-01,Johor,Gelang Patah,524
2023-06-01,Johor,Gelang Patah,403
2023-07-01,Johor,Gelang Patah,423
2023-08-01,Johor,Gelang Patah,219
2023-09-01,Johor,Gelang Patah,197
2023-10-01,Johor,Gelang Patah,222
2023-11-01,Johor,Gelang Patah,160
2023-12-01,Johor,Gelang Patah,106
2024-01-01,Johor,Gelang Patah,85
2024-02-01,Johor,Gelang Patah,16
2024-03-01,Johor,Gelang Patah,31
2024-04-01,Johor,Gelang Patah,42
2024-05-01,Johor,Gelang Patah,38
2024-06-01,Johor,Gelang Patah,41
2024-07-01,Johor,Gelang Patah,132
2024-08-01,Johor,Gelang Patah,96
2024-09-01,Johor,Gelang Patah,183
2024-10-01,Johor,Gelang Patah,131
2020-01-01,Johor,Kluang,2529
2020-02-01,Johor,Kluang,
2020-03-01,Johor,Kluang,841
2020-04-01,Johor,Kluang,0
2020-05-01,Johor,Kluang,2
2020-06-01,Johor,Kluang,157
2020-07-01,Johor,Kluang,307
2020-08-01,Johor,Kluang,247
2020-09-01,Johor,Kluang,251
2020-10-01,Johor,Kluang,255
2020-11-01,Johor,Kluang,262
2020-12-01,Johor,Kluang,285
2021-01-01,Johor,Kluang,273
2021-02-01,Johor,Kluang,320
2021-03-01,Johor,Kluang,402
2021-04-01,Johor,Kluang,352
2021-05-01,Johor,Kluang,282
2021-06-01,Johor,Kluang,23
2021-07-01,Johor,Kluang,141
2021-08-01,Johor,Kluang,259
2021-09-01,Johor,Kluang,263
2021-10-01,Johor,Kluang,329
2021-11-01,Johor,Kluang,578
2021-12-01,Johor,Kluang,645
2022-01-01,Johor,Kluang,659
2022-02-01,Johor,Kluang,626
2022-03-01,Johor,Kluang,972
2022-04-01,Johor,Kluang,2305
2022-05-01,Johor,Kluang,4145
2022-06-01,Johor,Kluang,4866
2022-07-01,Johor,Kluang,3581
2022-08-01,Johor,Kluang,3592
2022-09-01,Johor,Kluang,3259
2022-10-01,Johor,Kluang,3384
2022-11-01,Johor,Kluang,2778
2022-12-01,Johor,Kluang,3973
2023-01-01,Johor,Kluang,3522
2023-02-01,Johor,Kluang,4154
2023-03-01,Johor,Kluang,3450
2023-04-01,Johor,Kluang,3094
2023-05-01,Johor,Kluang,3128
2023-06-01,Johor,Kluang,2872
2023-07-01,Johor,Kluang,2899
2023-08-01,Johor,Kluang,2837
2023-09-01,Johor,Kluang,2295
2023-10-01,Johor,Kluang,2817
2023-11-01,Johor,Kluang,2704
2023-12-01,Johor,Kluang,2907
2024-01-01,Johor,Kluang,3090
2024-02-01,Johor,Kluang,2850
2024-03-01,Johor,Kluang,2477
2024-04-01,Johor,Kluang,2424
2024-05-01,Johor,Kluang,2356
2024-06-01,Johor,Kluang,2327
2024-07-01,Johor,Kluang,2504
2024-08-01,Johor,Kluang,2216
2024-09-01,Johor,Kluang,2483
2024-10-01,Johor,Kluang,2537
2020-01-01,Johor,Kukup,1222
2020-02-01,Johor,Kukup,
2020-03-01,Johor,Kukup,495
2020-04-01,Johor,Kukup,0
2020-05-01,Johor,Kukup,0
2020-06-01,Johor,Kukup,204
2020-07-01,Johor,Kukup,175
2020-08-01,Johor,Kukup,152
2020-09-01,Johor,Kukup,183
2020-10-01,Johor,Kukup,181
2020-11-01,Johor,Kukup,200
2020-12-01,Johor,Kukup,204
2021-01-01,Johor,Kukup,206
2021-02-01,Johor,Kukup,504
2021-03-01,Johor,Kukup,523
2021-04-01,Johor,Kukup,206
2021-05-01,Johor,Kukup,244
2021-06-01,Johor,Kukup,68
2021-07-01,Johor,Kukup,196
2021-08-01,Johor,Kukup,163
2021-09-01,Johor,Kukup,175
2021-10-01,Johor,Kukup,285
2021-11-01,Johor,Kukup,500
2021-12-01,Johor,Kukup,706
2022-01-01,Johor,Kukup,546
2022-02-01,Johor,Kukup,519
2022-03-01,Johor,Kukup,926
2022-04-01,Johor,Kukup,1662
2022-05-01,Johor,Kukup,3197
2022-06-01,Johor,Kukup,3849
2022-07-01,Johor,Kukup,2485
2022-08-01,Johor,Kukup,2233
2022-09-01,Johor,Kukup,2068
2022-10-01,Johor,Kukup,1955
2022-11-01,Johor,Kukup,1550
2022-12-01,Johor,Kukup,2369
2023-01-01,Johor,Kukup,2062
2023-02-01,Johor,Kukup,2665
2023-03-01,Johor,Kukup,2586
2023-04-01,Johor,Kukup,2215
2023-05-01,Johor,Kukup,2590
2023-06-01,Johor,Kukup,2356
2023-07-01,Johor,Kukup,2222
2023-08-01,Johor,Kukup,2375
2023-09-01,Johor,Kukup,1765
2023-10-01,Johor,Kukup,2087
2023-11-01,Johor,Kukup,2113
2023-12-01,Johor,Kukup,2661
2024-01-01,Johor,Kukup,2682
2024-02-01,Johor,Kukup,3044
2024-03-01,Johor,Kukup,2433
2024-04-01,Johor,Kukup,2423
2024-05-01,Johor,Kukup,2240
2024-06-01,Johor,Kukup,2354
2024-07-01,Johor,Kukup,2270
2024-08-01,Johor,Kukup,1822
2024-09-01,Johor,Kukup,2317
2024-10-01,Johor,Kukup,2258
2020-01-01,Johor,Kulai,3413
2020-02-01,Johor,Kulai,
2020-03-01,Johor,Kulai,1345
2020-04-01,Johor,Kulai,0
2020-05-01,Johor,Kulai,8
2020-06-01,Johor,Kulai,173
2020-07-01,Johor,Kulai,0
2020-08-01,Johor,Kulai,0
2020-09-01,Johor,Kulai,0
2020-10-01,Johor,Kulai,0
2020-11-01,Johor,Kulai,0
2020-12-01,Johor,Kulai,65
2021-01-01,Johor,Kulai,405
2021-02-01,Johor,Kulai,627
2021-03-01,Johor,Kulai,701
2021-04-01,Johor,Kulai,439
2021-05-01,Johor,Kulai,555
2021-06-01,Johor,Kulai,140
2021-07-01,Johor,Kulai,289
2021-08-01,Johor,Kulai,285
2021-09-01,Johor,Kulai,329
2021-10-01,Johor,Kulai,610
2021-11-01,Johor,Kulai,1041
2021-12-01,Johor,Kulai,1233
2022-01-01,Johor,Kulai,1051
2022-02-01,Johor,Kulai,1113
2022-03-01,Johor,Kulai,1442
2022-04-01,Johor,Kulai,3809
2022-05-01,Johor,Kulai,6776
2022-06-01,Johor,Kulai,7451
2022-07-01,Johor,Kulai,6111
2022-08-01,Johor,Kulai,5928
2022-09-01,Johor,Kulai,5428
2022-10-01,Johor,Kulai,5556
2022-11-01,Johor,Kulai,4841
2022-12-01,Johor,Kulai,6457
2023-01-01,Johor,Kulai,5687
2023-02-01,Johor,Kulai,5929
2023-03-01,Johor,Kulai,4889
2023-04-01,Johor,Kulai,4436
2023-05-01,Johor,Kulai,4659
2023-06-01,Johor,Kulai,4385
2023-07-01,Johor,Kulai,4204
2023-08-01,Johor,Kulai,4242
2023-09-01,Johor,Kulai,3100
2023-10-01,Johor,Kulai,4069
2023-11-01,Johor,Kulai,3377
2023-12-01,Johor,Kulai,3457
2024-01-01,Johor,Kulai,4194
2024-02-01,Johor,Kulai,4505
2024-03-01,Johor,Kulai,3850
2024-04-01,Johor,Kulai,3552
2024-05-01,Johor,Kulai,3666
2024-06-01,Johor,Kulai,3761
2024-07-01,Johor,Kulai,3377
2024-08-01,Johor,Kulai,3032
2024-09-01,Johor,Kulai,3524
2024-10-01,Johor,Kulai,3105
2020-01-01,Johor,Mersing,466
2020-02-01,Johor,Mersing,
2020-03-01,Johor,Mersing,111
2020-04-01,Johor,Mersing,0
2020-05-01,Johor,Mersing,0
2020-06-01,Johor,Mersing,27
2020-07-01,Johor,Mersing,42
2020-08-01,Johor,Mersing,36
2020-09-01,Johor,Mersing,36
2020-10-01,Johor,Mersing,24
2020-11-01,Johor,Mersing,10
2020-12-01,Johor,Mersing,39
2021-01-01,Johor,Mersing,17
2021-02-01,Johor,Mersing,40
2021-03-01,Johor,Mersing,35
2021-04-01,Johor,Mersing,35
2021-05-01,Johor,Mersing,46
2021-06-01,Johor,Mersing,5
2021-07-01,Johor,Mersing,48
2021-08-01,Johor,Mersing,32
2021-09-01,Johor,Mersing,40
2021-10-01,Johor,Mersing,93
2021-11-01,Johor,Mersing,199
2021-12-01,Johor,Mersing,234
2022-01-01,Johor,Mersing,199
2022-02-01,Johor,Mersing,49
2022-03-01,Johor,Mersing,212
2022-04-01,Johor,Mersing,483
2022-05-01,Johor,Mersing,988
2022-06-01,Johor,Mersing,1229
2022-07-01,Johor,Mersing,831
2022-08-01,Johor,Mersing,754
2022-09-01,Johor,Mersing,784
2022-10-01,Johor,Mersing,715
2022-11-01,Johor,Mersing,562
2022-12-01,Johor,Mersing,862
2023-01-01,Johor,Mersing,729
2023-02-01,Johor,Mersing,804
2023-03-01,Johor,Mersing,566
2023-04-01,Johor,Mersing,651
2023-05-01,Johor,Mersing,837
2023-06-01,Johor,Mersing,682
2023-07-01,Johor,Mersing,727
2023-08-01,Johor,Mersing,658
2023-09-01,Johor,Mersing,586
2023-10-01,Johor,Mersing,664
2023-11-01,Johor,Mersing,696
2023-12-01,Johor,Mersing,735
2024-01-01,Johor,Mersing,763
2024-02-01,Johor,Mersing,904
2024-03-01,Johor,Mersing,588
2024-04-01,Johor,Mersing,544
2024-05-01,Johor,Mersing,584
2024-06-01,Johor,Mersing,725
2024-07-01,Johor,Mersing,645
2024-08-01,Johor,Mersing,511
2024-09-01,Johor,Mersing,801
2024-10-01,Johor,Mersing,745
2020-01-01,Johor,Muar,2206
2020-02-01,Johor,Muar,
2020-03-01,Johor,Muar,602
2020-04-01,Johor,Muar,0
2020-05-01,Johor,Muar,0
2020-06-01,Johor,Muar,119
2020-07-01,Johor,Muar,223
2020-08-01,Johor,Muar,159
2020-09-01,Johor,Muar,153
2020-10-01,Johor,Muar,118
2020-11-01,Johor,Muar,117
2020-12-01,Johor,Muar,113
2021-01-01,Johor,Muar,111
2021-02-01,Johor,Muar,124
2021-03-01,Johor,Muar,143
2021-04-01,Johor,Muar,142
2021-05-01,Johor,Muar,131
2021-06-01,Johor,Muar,47
2021-07-01,Johor,Muar,118
2021-08-01,Johor,Muar,93
2021-09-01,Johor,Muar,171
2021-10-01,Johor,Muar,432
2021-11-01,Johor,Muar,661
2021-12-01,Johor,Muar,784
2022-01-01,Johor,Muar,636
2022-02-01,Johor,Muar,612
2022-03-01,Johor,Muar,1097
2022-04-01,Johor,Muar,1907
2022-05-01,Johor,Muar,3767
2022-06-01,Johor,Muar,4116
2022-07-01,Johor,Muar,3498
2022-08-01,Johor,Muar,3774
2022-09-01,Johor,Muar,3681
2022-10-01,Johor,Muar,3758
2022-11-01,Johor,Muar,3264
2022-12-01,Johor,Muar,3607
2023-01-01,Johor,Muar,3543
2023-02-01,Johor,Muar,4383
2023-03-01,Johor,Muar,3423
2023-04-01,Johor,Muar,3445
2023-05-01,Johor,Muar,3605
2023-06-01,Johor,Muar,2794
2023-07-01,Johor,Muar,3070
2023-08-01,Johor,Muar,2887
2023-09-01,Johor,Muar,2314
2023-10-01,Johor,Muar,3055
2023-11-01,Johor,Muar,3115
2023-12-01,Johor,Muar,3208
2024-01-01,Johor,Muar,3026
2024-02-01,Johor,Muar,3313
2024-03-01,Johor,Muar,2583
2024-04-01,Johor,Muar,2538
2024-05-01,Johor,Muar,2652
2024-06-01,Johor,Muar,2507
2024-07-01,Johor,Muar,2397
2024-08-01,Johor,Muar,2005
2024-09-01,Johor,Muar,2608
2024-10-01,Johor,Muar,2366
2020-01-01,Johor,Segamat,1531
2020-02-01,Johor,Segamat,
2020-03-01,Johor,Segamat,426
2020-04-01,Johor,Segamat,0
2020-05-01,Johor,Segamat,0
2020-06-01,Johor,Segamat,72
2020-07-01,Johor,Segamat,140
2020-08-01,Johor,Segamat,99
2020-09-01,Johor,Segamat,126
2020-10-01,Johor,Segamat,108
2020-11-01,Johor,Segamat,120
2020-12-01,Johor,Segamat,109
2021-01-01,Johor,Segamat,103
2021-02-01,Johor,Segamat,144
2021-03-01,Johor,Segamat,228
2021-04-01,Johor,Segamat,163
2021-05-01,Johor,Segamat,107
2021-06-01,Johor,Segamat,22
2021-07-01,Johor,Segamat,206
2021-08-01,Johor,Segamat,117
2021-09-01,Johor,Segamat,148
2021-10-01,Johor,Segamat,284
2021-11-01,Johor,Segamat,418
2021-12-01,Johor,Segamat,643
2022-01-01,Johor,Segamat,566
2022-02-01,Johor,Segamat,572
2022-03-01,Johor,Segamat,840
2022-04-01,Johor,Segamat,1257
2022-05-01,Johor,Segamat,2442
2022-06-01,Johor,Segamat,2836
2022-07-01,Johor,Segamat,2035
2022-08-01,Johor,Segamat,2353
2022-09-01,Johor,Segamat,2013
2022-10-01,Johor,Segamat,1972
2022-11-01,Johor,Segamat,1720
2022-12-01,Johor,Segamat,2249
2023-01-01,Johor,Segamat,1978
2023-02-01,Johor,Segamat,2302
2023-03-01,Johor,Segamat,1670
2023-04-01,Johor,Segamat,1746
2023-05-01,Johor,Segamat,1892
2023-06-01,Johor,Segamat,1540
2023-07-01,Johor,Segamat,1608
2023-08-01,Johor,Segamat,1751
2023-09-01,Johor,Segamat,1277
2023-10-01,Johor,Segamat,1548
2023-11-01,Johor,Segamat,1530
2023-12-01,Johor,Segamat,1599
2024-01-01,Johor,Segamat,1740
2024-02-01,Johor,Segamat,1477
2024-03-01,Johor,Segamat,1366
2024-04-01,Johor,Segamat,1268
2024-05-01,Johor,Segamat,1235
2024-06-01,Johor,Segamat,1166
2024-07-01,Johor,Segamat,1199
