strata,date,division,index
urban,2014-06-01,02,121.1
urban,2014-07-01,02,121.1
urban,2014-08-01,02,121.2
urban,2014-09-01,02,125.0
urban,2014-10-01,02,121.2
urban,2014-11-01,02,133.3
urban,2014-12-01,02,133.4
urban,2015-01-01,02,133.4
urban,2015-02-01,02,133.4
urban,2015-03-01,02,133.5
urban,2015-04-01,02,136.4
urban,2015-05-01,02,134.4
urban,2015-06-01,02,134.6
urban,2015-07-01,02,136.9
urban,2015-08-01,02,137.0
urban,2015-09-01,02,137.0
urban,2015-10-01,02,137.0
urban,2015-11-01,02,160.3
urban,2015-12-01,02,162.9
urban,2016-01-01,02,162.8
urban,2016-02-01,02,162.7
urban,2016-03-01,02,162.8
urban,2016-04-01,02,162.9
urban,2016-05-01,02,163.0
urban,2016-06-01,02,163.0
urban,2016-07-01,02,163.1
urban,2016-08-01,02,163.1
urban,2016-09-01,02,163.1
urban,2016-10-01,02,163.1
urban,2016-11-01,02,163.1
urban,2016-12-01,02,163.0
urban,2017-01-01,02,163.0
urban,2017-02-01,02,163.1
urban,2017-03-01,02,163.1
urban,2017-04-01,02,163.2
urban,2017-05-01,02,163.4
urban,2017-06-01,02,163.3
urban,2017-07-01,02,163.2
urban,2017-08-01,02,163.3
urban,2017-09-01,02,163.3
urban,2017-10-01,02,163.4
urban,2017-11-01,02,163.5
urban,2017-12-01,02,163.5
urban,2018-01-01,02,163.5
urban,2018-02-01,02,163.4
urban,2018-03-01,02,163.5
urban,2018-04-01,02,163.6
urban,2018-05-01,02,163.7
urban,2018-06-01,02,162.3
urban,2018-07-01,02,161.9
urban,2018-08-01,02,161.8
urban,2018-09-01,02,161.8
urban,2018-10-01,02,162.2
urban,2018-11-01,02,165.2
urban,2018-12-01,02,165.3
urban,2019-01-01,02,165.2
urban,2019-02-01,02,165.2
urban,2019-03-01,02,165.3
urban,2019-04-01,02,165.5
urban,2019-05-01,02,165.6
urban,2019-06-01,02,165.7
urban,2019-07-01,02,165.7
urban,2019-08-01,02,165.8
urban,2019-09-01,02,165.7
urban,2019-10-01,02,165.7
urban,2019-11-01,02,165.8
urban,2019-12-01,02,165.6
urban,2020-01-01,02,165.5
urban,2020-02-01,02,165.6
urban,2020-03-01,02,165.8
urban,2020-04-01,02,165.8
urban,2020-05-01,02,165.9
urban,2020-06-01,02,166.0
urban,2020-07-01,02,166.3
urban,2020-08-01,02,166.5
urban,2020-09-01,02,166.6
urban,2020-10-01,02,166.6
urban,2020-11-01,02,166.7
urban,2020-12-01,02,166.8
urban,2021-01-01,02,166.9
urban,2021-02-01,02,166.9
urban,2021-03-01,02,167.0
urban,2021-04-01,02,167.1
urban,2021-05-01,02,167.2
urban,2021-06-01,02,167.3
urban,2021-07-01,02,167.2
urban,2021-08-01,02,167.3
urban,2021-09-01,02,167.3
urban,2021-10-01,02,167.2
urban,2021-11-01,02,167.4
urban,2021-12-01,02,167.3
urban,2022-01-01,02,167.5
urban,2022-02-01,02,167.6
urban,2022-03-01,02,167.9
urban,2022-04-01,02,168.0
urban,2022-05-01,02,168.0
urban,2022-06-01,02,168.1
urban,2022-07-01,02,168.4
urban,2022-08-01,02,168.5
urban,2022-09-01,02,168.7
urban,2022-10-01,02,168.8
urban,2022-11-01,02,169.0
urban,2022-12-01,02,168.7
urban,2023-01-01,02,169.2
urban,2023-02-01,02,169.2
urban,2023-03-01,02,169.3
urban,2023-04-01,02,169.3
urban,2023-05-01,02,169.4
urban,2023-06-01,02,169.4
urban,2023-07-01,02,169.4
urban,2023-08-01,02,169.4
urban,2023-09-01,02,170.0
urban,2023-10-01,02,170.1
urban,2023-11-01,02,170.1
urban,2023-12-01,02,169.9
urban,2024-01-01,02,169.8
urban,2024-02-01,02,169.8
urban,2024-03-01,02,170.2
urban,2024-04-01,02,170.3
urban,2024-05-01,02,170.6
urban,2024-06-01,02,170.8
urban,2024-07-01,02,171.0
urban,2024-08-01,02,171.3
urban,2024-09-01,02,171.4
urban,2024-10-01,02,171.5
urban,2024-11-01,02,171.6
urban,2024-12-01,02,171.5
urban,2025-01-01,02,171.7
urban,2025-02-01,02,171.7
urban,2025-03-01,02,171.7
urban,2025-04-01,02,171.8
urban,2025-05-01,02,171.7
urban,2025-06-01,02,172.0
urban,2025-07-01,02,172.3
urban,2025-08-01,02,172.3
urban,2025-09-01,02,172.4
urban,2025-10-01,02,172.3
urban,2025-11-01,02,175.7
urban,2025-12-01,02,175.8
urban,2026-01-01,02,175.9
urban,2026-02-01,02,176.0
urban,2026-03-01,02,176.4
urban,2026-04-01,02,176.6
urban,2026-05-01,02,176.7
urban,2026-06-01,02,176.7
urban,2026-07-01,02,176.8
rural,2010-01-01,02,98.3
rural,2010-02-01,02,98.4
rural,2010-03-01,02,98.3
rural,2010-04-01,02,98.3
rural,2010-05-01,02,98.3
rural,2010-06-01,02,98.4
rural,2010-07-01,02,98.4
rural,2010-08-01,02,98.4
rural,2010-09-01,02,98.4
rural,2010-10-01,02,104.9
rural,2010-11-01,02,104.9
rural,2010-12-01,02,104.9
rural,2011-01-01,02,105.0
rural,2011-02-01,02,104.9
rural,2011-03-01,02,105.0
rural,2011-04-01,02,104.9
rural,2011-05-01,02,104.9
rural,2011-06-01,02,105.0
rural,2011-07-01,02,105.0
rural,2011-08-01,02,105.0
rural,2011-09-01,02,105.0
rural,2011-10-01,02,105.0
rural,2011-11-01,02,105.0
rural,2011-12-01,02,105.0
rural,2012-01-01,02,105.0
rural,2012-02-01,02,105.0
rural,2012-03-01,02,105.0
rural,2012-04-01,02,105.0
rural,2012-05-01,02,105.0
rural,2012-06-01,02,105.0
rural,2012-07-01,02,105.0
rural,2012-08-01,02,105.0
rural,2012-09-01,02,105.0
rural,2012-10-01,02,105.0
rural,2012-11-01,02,106.9
rural,2012-12-01,02,106.9
rural,2013-01-01,02,106.9
rural,2013-02-01,02,106.9
rural,2013-03-01,02,106.9
rural,2013-04-01,02,106.9
rural,2013-05-01,02,106.9
rural,2013-06-01,02,109.7
rural,2013-07-01,02,109.7
rural,2013-08-01,02,109.7
rural,2013-09-01,02,110.2
rural,2013-10-01,02,123.7
rural,2013-11-01,02,123.7
rural,2013-12-01,02,123.7
rural,2014-01-01,02,123.8
rural,2014-02-01,02,123.8
rural,2014-03-01,02,123.8
rural,2014-04-01,02,123.8
rural,2014-05-01,02,123.8
rural,2014-06-01,02,123.8
rural,2014-07-01,02,123.8
rural,2014-08-01,02,123.8
rural,2014-09-01,02,128.2
rural,2014-10-01,02,123.8
rural,2014-11-01,02,137.9
rural,2014-12-01,02,137.8
rural,2015-01-01,02,137.9
rural,2015-02-01,02,137.8
rural,2015-03-01,02,137.9
rural,2015-04-01,02,140.8
rural,2015-05-01,02,138.2
rural,2015-06-01,02,138.4
rural,2015-07-01,02,141.1
rural,2015-08-01,02,141.1
rural,2015-09-01,02,141.1
rural,2015-10-01,02,141.1
rural,2015-11-01,02,168.2
rural,2015-12-01,02,171.2
rural,2016-01-01,02,171.2
rural,2016-02-01,02,171.2
rural,2016-03-01,02,171.2
rural,2016-04-01,02,171.2
rural,2016-05-01,02,171.6
rural,2016-06-01,02,171.7
rural,2016-07-01,02,171.7
rural,2016-08-01,02,171.7
rural,2016-09-01,02,171.7
rural,2016-10-01,02,171.7
rural,2016-11-01,02,171.7
rural,2016-12-01,02,171.7
rural,2017-01-01,02,171.7
rural,2017-02-01,02,171.7
rural,2017-03-01,02,171.7
rural,2017-04-01,02,171.7
rural,2017-05-01,02,171.7
rural,2017-06-01,02,171.7
rural,2017-07-01,02,171.7
rural,2017-08-01,02,171.7
rural,2017-09-01,02,171.7
rural,2017-10-01,02,171.7
rural,2017-11-01,02,171.7
rural,2017-12-01,02,171.7
rural,2018-01-01,02,171.8
rural,2018-02-01,02,171.5
rural,2018-03-01,02,171.5
rural,2018-04-01,02,171.5
rural,2018-05-01,02,171.4
rural,2018-06-01,02,170.3
rural,2018-07-01,02,170.4
rural,2018-08-01,02,170.4
rural,2018-09-01,02,170.4
rural,2018-10-01,02,170.4
rural,2018-11-01,02,173.9
rural,2018-12-01,02,174.0
rural,2019-01-01,02,174.0
rural,2019-02-01,02,174.0
rural,2019-03-01,02,174.0
rural,2019-04-01,02,174.0
rural,2019-05-01,02,174.0
rural,2019-06-01,02,174.4
rural,2019-07-01,02,174.5
rural,2019-08-01,02,174.5
rural,2019-09-01,02,174.5
rural,2019-10-01,02,174.5
rural,2019-11-01,02,174.6
rural,2019-12-01,02,174.3
rural,2020-01-01,02,174.3
rural,2020-02-01,02,174.3
rural,2020-03-01,02,174.3
rural,2020-04-01,02,174.3
rural,2020-05-01,02,174.3
rural,2020-06-01,02,174.4
rural,2020-07-01,02,174.4
rural,2020-08-01,02,174.5
rural,2020-09-01,02,174.5
rural,2020-10-01,02,174.5
rural,2020-11-01,02,174.5
rural,2020-12-01,02,174.5
rural,2021-01-01,02,174.5
rural,2021-02-01,02,174.6
rural,2021-03-01,02,174.6
rural,2021-04-01,02,174.6
rural,2021-05-01,02,174.6
rural,2021-06-01,02,174.6
rural,2021-07-01,02,174.6
rural,2021-08-01,02,174.7
rural,2021-09-01,02,174.7
rural,2021-10-01,02,174.7
rural,2021-11-01,02,174.8
rural,2021-12-01,02,174.8
rural,2022-01-01,02,174.8
rural,2022-02-01,02,174.8
rural,2022-03-01,02,174.8
rural,2022-04-01,02,175.0
rural,2022-05-01,02,175.1
rural,2022-06-01,02,175.1
rural,2022-07-01,02,175.0
rural,2022-08-01,02,175.0
rural,2022-09-01,02,175.0
rural,2022-10-01,02,175.0
rural,2022-11-01,02,175.0
rural,2022-12-01,02,175.0
rural,2023-01-01,02,175.0
rural,2023-02-01,02,175.1
rural,2023-03-01,02,175.1
rural,2023-04-01,02,175.1
rural,2023-05-01,02,175.1
rural,2023-06-01,02,175.0
rural,2023-07-01,02,175.2
rural,2023-08-01,02,175.2
rural,2023-09-01,02,175.8
rural,2023-10-01,02,175.8
rural,2023-11-01,02,175.8
rural,2023-12-01,02,175.8
rural,2024-01-01,02,175.8
rural,2024-02-01,02,175.8
rural,2024-03-01,02,175.8
rural,2024-04-01,02,175.8
rural,2024-05-01,02,175.8
rural,2024-06-01,02,175.8
rural,2024-07-01,02,176.4
rural,2024-08-01,02,176.4
rural,2024-09-01,02,176.7
rural,2024-10-01,02,176.7
rural,2024-11-01,02,176.8
rural,2024-12-01,02,176.0
rural,2025-01-01,02,176.0
rural,2025-02-01,02,175.9
rural,2025-03-01,02,176.0
rural,2025-04-01,02,175.9
rural,2025-05-01,02,175.9
rural,2025-06-01,02,175.9
rural,2025-07-01,02,175.9
rural,2025-08-01,02,175.9
rural,2025-09-01,02,175.9
rural,2025-10-01,02,175.9
rural,2025-11-01,02,180.5
rural,2025-12-01,02,180.7
rural,2026-01-01,02,180.8
rural,2026-02-01,02,180.9
rural,2026-03-01,02,181.0
rural,2026-04-01,02,181.1
rural,2026-05-01,02,181.1
rural,2026-06-01,02,181.2
rural,2026-07-01,02,181.2
urban,2010-01-01,03,101.5
urban,2010-02-01,03,100.2
urban,2010-03-01,03,100.0
urban,2010-04-01,03,100.7
urban,2010-05-01,03,100.4
urban,2010-06-01,03,99.3
urban,2010-07-01,03,100.1
urban,2010-08-01,03,98.9
urban,2010-09-01,03,100.5
urban,2010-10-01,03,100.3
urban,2010-11-01,03,99.8
urban,2010-12-01,03,98.4
urban,2011-01-01,03,99.9
urban,2011-02-01,03,100.0
urban,2011-03-01,03,99.7
urban,2011-04-01,03,99.7
urban,2011-05-01,03,99.6
urban,2011-06-01,03,99.7
urban,2011-07-01,03,99.4
urban,2011-08-01,03,99.0
urban,2011-09-01,03,99.6
urban,2011-10-01,03,99.4
urban,2011-11-01,03,99.7
urban,2011-12-01,03,99.2
urban,2012-01-01,03,98.9
urban,2012-02-01,03,99.4
urban,2012-03-01,03,98.9
urban,2012-04-01,03,99.0
urban,2012-05-01,03,98.9
urban,2012-06-01,03,98.6
urban,2012-07-01,03,98.4
urban,2012-08-01,03,97.9
urban,2012-09-01,03,98.5
urban,2012-10-01,03,98.3
urban,2012-11-01,03,98.3
urban,2012-12-01,03,97.7
urban,2013-01-01,03,98.1
urban,2013-02-01,03,97.6
urban,2013-03-01,03,98.2
urban,2013-04-01,03,98.1
urban,2013-05-01,03,98.1
urban,2013-06-01,03,97.8
urban,2013-07-01,03,97.4
urban,2013-08-01,03,97.5
urban,2013-09-01,03,97.9
urban,2013-10-01,03,97.8
urban,2013-11-01,03,97.9
urban,2013-12-01,03,97.3
urban,2014-01-01,03,97.9
urban,2014-02-01,03,98.1
urban,2014-03-01,03,98.1
urban,2014-04-01,03,98.0
urban,2014-05-01,03,97.9
urban,2014-06-01,03,97.7
urban,2014-07-01,03,97.2
urban,2014-08-01,03,97.3
urban,2014-09-01,03,97.5
urban,2014-10-01,03,97.4
urban,2014-11-01,03,97.5
urban,2014-12-01,03,97.1
urban,2015-01-01,03,97.9
urban,2015-02-01,03,97.5
urban,2015-03-01,03,97.9
urban,2015-04-01,03,98.8
urban,2015-05-01,03,98.8
urban,2015-06-01,03,98.4
urban,2015-07-01,03,98.2
urban,2015-08-01,03,98.0
urban,2015-09-01,03,98.1
urban,2015-10-01,03,98.0
urban,2015-11-01,03,97.9
urban,2015-12-01,03,97.8
urban,2016-01-01,03,98.0
urban,2016-02-01,03,97.7
urban,2016-03-01,03,97.5
urban,2016-04-01,03,97.8
urban,2016-05-01,03,97.6
urban,2016-06-01,03,97.6
urban,2016-07-01,03,97.5
urban,2016-08-01,03,97.2
urban,2016-09-01,03,97.4
urban,2016-10-01,03,97.4
urban,2016-11-01,03,97.4
urban,2016-12-01,03,97.3
urban,2017-01-01,03,97.3
urban,2017-02-01,03,97.5
urban,2017-03-01,03,97.4
urban,2017-04-01,03,97.6
urban,2017-05-01,03,97.4
urban,2017-06-01,03,97.2
urban,2017-07-01,03,97.0
urban,2017-08-01,03,96.8
urban,2017-09-01,03,97.0
urban,2017-10-01,03,96.9
urban,2017-11-01,03,96.8
urban,2017-12-01,03,96.6
urban,2018-01-01,03,96.8
urban,2018-02-01,03,96.6
urban,2018-03-01,03,96.5
urban,2018-04-01,03,96.6
urban,2018-05-01,03,96.6
urban,2018-06-01,03,93.8
urban,2018-07-01,03,93.6
urban,2018-08-01,03,93.6
urban,2018-09-01,03,93.5
urban,2018-10-01,03,93.5
urban,2018-11-01,03,93.4
urban,2018-12-01,03,93.2
urban,2019-01-01,03,93.3
urban,2019-02-01,03,93.1
urban,2019-03-01,03,93.2
urban,2019-04-01,03,93.2
urban,2019-05-01,03,93.0
urban,2019-06-01,03,92.9
urban,2019-07-01,03,92.5
urban,2019-08-01,03,92.4
urban,2019-09-01,03,92.5
urban,2019-10-01,03,92.2
urban,2019-11-01,03,92.2
urban,2019-12-01,03,92.1
urban,2020-01-01,03,92.0
urban,2020-02-01,03,92.1
urban,2020-03-01,03,92.0
urban,2020-04-01,03,92.0
urban,2020-05-01,03,92.0
urban,2020-06-01,03,91.8
urban,2020-07-01,03,91.9
urban,2020-08-01,03,91.9
urban,2020-09-01,03,91.8
urban,2020-10-01,03,91.8
urban,2020-11-01,03,91.8
urban,2020-12-01,03,91.7
urban,2021-01-01,03,91.6
urban,2021-02-01,03,91.6
urban,2021-03-01,03,91.6
urban,2021-04-01,03,91.4
urban,2021-05-01,03,91.4
urban,2021-06-01,03,91.4
urban,2021-07-01,03,91.4
urban,2021-08-01,03,91.3
urban,2021-09-01,03,91.3
urban,2021-10-01,03,91.2
urban,2021-11-01,03,91.2
urban,2021-12-01,03,91.2
urban,2022-01-01,03,91.2
urban,2022-02-01,03,91.3
urban,2022-03-01,03,91.3
urban,2022-04-01,03,91.3
urban,2022-05-01,03,91.4
urban,2022-06-01,03,91.5
urban,2022-07-01,03,91.6
urban,2022-08-01,03,91.7
urban,2022-09-01,03,91.6
urban,2022-10-01,03,91.6
urban,2022-11-01,03,91.6
urban,2022-12-01,03,91.6
urban,2023-01-01,03,91.7
urban,2023-02-01,03,91.7
urban,2023-03-01,03,91.7
urban,2023-04-01,03,91.7
urban,2023-05-01,03,91.7
urban,2023-06-01,03,91.6
urban,2023-07-01,03,91.6
urban,2023-08-01,03,91.6
urban,2023-09-01,03,91.6
urban,2023-10-01,03,91.6
urban,2023-11-01,03,91.6
urban,2023-12-01,03,91.6
urban,2024-01-01,03,91.5
urban,2024-02-01,03,91.5
urban,2024-03-01,03,91.4
urban,2024-04-01,03,91.4
urban,2024-05-01,03,91.5
urban,2024-06-01,03,91.4
urban,2024-07-01,03,91.4
urban,2024-08-01,03,91.3
urban,2024-09-01,03,91.3
urban,2024-10-01,03,91.3
urban,2024-11-01,03,91.3
urban,2024-12-01,03,91.1
urban,2025-01-01,03,91.2
urban,2025-02-01,03,91.3
urban,2025-03-01,03,91.3
urban,2025-04-01,03,91.3
urban,2025-05-01,03,91.3
urban,2025-06-01,03,91.2
urban,2025-07-01,03,91.3
urban,2025-08-01,03,91.3
urban,2025-09-01,03,91.2
urban,2025-10-01,03,91.2
urban,2025-11-01,03,91.2
urban,2025-12-01,03,91.1
urban,2026-01-01,03,91.2
urban,2026-02-01,03,91.2
urban,2026-03-01,03,91.2
urban,2026-04-01,03,91.1
urban,2026-05-01,03,91.2
urban,2026-06-01,03,91.1
urban,2026-07-01,03,91.3
rural,2010-01-01,03,100.2
rural,2010-02-01,03,100.0
rural,2010-03-01,03,100.0
rural,2010-04-01,03,100.0
rural,2010-05-01,03,100.0
rural,2010-06-01,03,99.9
rural,2010-07-01,03,100.0
rural,2010-08-01,03,100.0
rural,2010-09-01,03,100.0
rural,2010-10-01,03,100.1
rural,2010-11-01,03,100.0
rural,2010-12-01,03,99.9
rural,2011-01-01,03,100.0
rural,2011-02-01,03,100.1
rural,2011-03-01,03,100.0
rural,2011-04-01,03,100.1
rural,2011-05-01,03,100.2
rural,2011-06-01,03,100.2
rural,2011-07-01,03,100.1
rural,2011-08-01,03,100.0
rural,2011-09-01,03,100.4
rural,2011-10-01,03,100.4
rural,2011-11-01,03,100.5
rural,2011-12-01,03,100.5
rural,2012-01-01,03,100.7
rural,2012-02-01,03,100.9
rural,2012-03-01,03,100.7
rural,2012-04-01,03,100.8
rural,2012-05-01,03,100.8
rural,2012-06-01,03,100.8
rural,2012-07-01,03,100.8
rural,2012-08-01,03,100.6
rural,2012-09-01,03,100.8
rural,2012-10-01,03,100.8
rural,2012-11-01,03,100.7
rural,2012-12-01,03,100.7
rural,2013-01-01,03,100.9
rural,2013-02-01,03,100.9
rural,2013-03-01,03,100.7
rural,2013-04-01,03,100.7
rural,2013-05-01,03,100.6
rural,2013-06-01,03,100.5
rural,2013-07-01,03,100.4
rural,2013-08-01,03,100.3
rural,2013-09-01,03,100.5
rural,2013-10-01,03,100.5
rural,2013-11-01,03,100.6
rural,2013-12-01,03,100.6
rural,2014-01-01,03,100.6
rural,2014-02-01,03,100.6
rural,2014-03-01,03,100.6
rural,2014-04-01,03,100.6
rural,2014-05-01,03,100.6
rural,2014-06-01,03,100.6
rural,2014-07-01,03,100.3
rural,2014-08-01,03,100.3
rural,2014-09-01,03,100.3
rural,2014-10-01,03,100.3
rural,2014-11-01,03,100.4
rural,2014-12-01,03,100.1
rural,2015-01-01,03,100.4
rural,2015-02-01,03,100.1
rural,2015-03-01,03,100.2
rural,2015-04-01,03,101.0
rural,2015-05-01,03,101.0
rural,2015-06-01,03,101.0
rural,2015-07-01,03,101.0
rural,2015-08-01,03,101.0
rural,2015-09-01,03,101.2
rural,2015-10-01,03,101.3
rural,2015-11-01,03,101.3
rural,2015-12-01,03,101.2
rural,2016-01-01,03,101.2
rural,2016-02-01,03,101.1
rural,2016-03-01,03,101.1
rural,2016-04-01,03,100.9
rural,2016-05-01,03,100.8
rural,2016-06-01,03,100.7
rural,2016-07-01,03,100.7
rural,2016-08-01,03,100.8
rural,2016-09-01,03,100.8
rural,2016-10-01,03,100.9
rural,2016-11-01,03,100.9
rural,2016-12-01,03,100.7
rural,2017-01-01,03,100.9
rural,2017-02-01,03,100.9
rural,2017-03-01,03,100.7
rural,2017-04-01,03,100.8
rural,2017-05-01,03,100.8
rural,2017-06-01,03,100.7
rural,2017-07-01,03,100.7
rural,2017-08-01,03,100.7
rural,2017-09-01,03,100.9
rural,2017-10-01,03,100.8
rural,2017-11-01,03,100.7
rural,2017-12-01,03,100.7
rural,2018-01-01,03,100.7
rural,2018-02-01,03,100.6
rural,2018-03-01,03,100.6
rural,2018-04-01,03,100.6
rural,2018-05-01,03,100.6
rural,2018-06-01,03,99.5
rural,2018-07-01,03,99.3
rural,2018-08-01,03,99.5
rural,2018-09-01,03,99.5
rural,2018-10-01,03,99.4
rural,2018-11-01,03,99.4
rural,2018-12-01,03,99.4
rural,2019-01-01,03,99.5
rural,2019-02-01,03,99.6
rural,2019-03-01,03,99.6
rural,2019-04-01,03,99.6
rural,2019-05-01,03,99.5
rural,2019-06-01,03,99.3
rural,2019-07-01,03,99.3
rural,2019-08-01,03,99.3
rural,2019-09-01,03,99.2
rural,2019-10-01,03,99.2
rural,2019-11-01,03,99.2
rural,2019-12-01,03,99.1
rural,2020-01-01,03,98.9
rural,2020-02-01,03,98.9
rural,2020-03-01,03,98.9
rural,2020-04-01,03,99.0
rural,2020-05-01,03,99.0
rural,2020-06-01,03,99.0
rural,2020-07-01,03,99.0
rural,2020-08-01,03,98.9
rural,2020-09-01,03,98.8
rural,2020-10-01,03,98.8
rural,2020-11-01,03,98.9
rural,2020-12-01,03,98.9
rural,2021-01-01,03,98.8
rural,2021-02-01,03,98.9
rural,2021-03-01,03,98.9
rural,2021-04-01,03,99.0
rural,2021-05-01,03,98.9
rural,2021-06-01,03,98.9
rural,2021-07-01,03,98.9
rural,2021-08-01,03,98.9
rural,2021-09-01,03,98.9
rural,2021-10-01,03,99.0
rural,2021-11-01,03,99.0
rural,2021-12-01,03,99.0
rural,2022-01-01,03,99.1
rural,2022-02-01,03,99.2
rural,2022-03-01,03,99.2
rural,2022-04-01,03,99.2
rural,2022-05-01,03,99.3
rural,2022-06-01,03,99.4
rural,2022-07-01,03,99.5
rural,2022-08-01,03,99.5
rural,2022-09-01,03,99.6
rural,2022-10-01,03,99.6
rural,2022-11-01,03,99.6
rural,2022-12-01,03,99.6
rural,2023-01-01,03,99.7
rural,2023-02-01,03,99.7
rural,2023-03-01,03,99.7
rural,2023-04-01,03,99.8
rural,2023-05-01,03,99.8
rural,2023-06-01,03,99.8
rural,2023-07-01,03,99.9
rural,2023-08-01,03,99.9
rural,2023-09-01,03,99.9
rural,2023-10-01,03,99.9
rural,2023-11-01,03,99.9
rural,2023-12-01,03,99.8
rural,2024-01-01,03,99.9
rural,2024-02-01,03,99.8
rural,2024-03-01,03,100.0
rural,2024-04-01,03,100.0
rural,2024-05-01,03,99.8
rural,2024-06-01,03,100.0
rural,2024-07-01,03,100.0
rural,2024-08-01,03,100.1
rural,2024-09-01,03,99.8
rural,2024-10-01,03,99.8
rural,2024-11-01,03,99.6
rural,2024-12-01,03,99.5
rural,2025-01-01,03,99.6
rural,2025-02-01,03,99.6
rural,2025-03-01,03,99.6
rural,2025-04-01,03,99.5
rural,2025-05-01,03,99.5
rural,2025-06-01,03,99.5
rural,2025-07-01,03,99.3
rural,2025-08-01,03,99.4
rural,2025-09-01,03,99.4
rural,2025-10-01,03,99.2
rural,2025-11-01,03,99.6
rural,2025-12-01,03,99.6
rural,2026-01-01,03,99.6
rural,2026-02-01,03,99.7
rural,2026-03-01,03,99.7
rural,2026-04-01,03,99.7
rural,2026-05-01,03,99.7
rural,2026-06-01,03,99.7
rural,2026-07-01,03,99.7
urban,2010-01-01,04,99.4
urban,2010-02-01,04,99.6
urban,2010-03-01,04,99.6
urban,2010-04-01,04,99.6
urban,2010-05-01,04,99.8
urban,2010-06-01,04,99.8
urban,2010-07-01,04,99.9
urban,2010-08-01,04,100.3
urban,2010-09-01,04,100.2
urban,2010-10-01,04,100.3
urban,2010-11-01,04,100.6
urban,2010-12-01,04,100.8
urban,2011-01-01,04,100.8
urban,2011-02-01,04,101.2
urban,2011-03-01,04,101.2
urban,2011-04-01,04,101.2
urban,2011-05-01,04,101.6
urban,2011-06-01,04,101.8
urban,2011-07-01,04,101.9
urban,2011-08-01,04,102.3
urban,2011-09-01,04,102.3
urban,2011-10-01,04,102.3
urban,2011-11-01,04,102.6
urban,2011-12-01,04,102.6
urban,2012-01-01,04,102.7
urban,2012-02-01,04,103.1
urban,2012-03-01,04,103.1
urban,2012-04-01,04,103.1
urban,2012-05-01,04,103.3
urban,2012-06-01,04,103.3
urban,2012-07-01,04,103.3
urban,2012-08-01,04,103.9
urban,2012-09-01,04,103.9
urban,2012-10-01,04,103.9
urban,2012-11-01,04,104.1
urban,2012-12-01,04,104.1
urban,2013-01-01,04,104.1
urban,2013-02-01,04,104.4
urban,2013-03-01,04,104.5
urban,2013-04-01,04,104.5
urban,2013-05-01,04,105.6
urban,2013-06-01,04,105.6
urban,2013-07-01,04,105.6
urban,2013-08-01,04,105.9
urban,2013-09-01,04,105.9
urban,2013-10-01,04,105.9
urban,2013-11-01,04,106.6
urban,2013-12-01,04,106.7
urban,2014-01-01,04,107.8
urban,2014-02-01,04,108.5
urban,2014-03-01,04,108.6
urban,2014-04-01,04,108.6
urban,2014-05-01,04,109.1
urban,2014-06-01,04,109.1
urban,2014-07-01,04,109.2
urban,2014-08-01,04,109.8
urban,2014-09-01,04,109.8
urban,2014-10-01,04,109.8
urban,2014-11-01,04,110.7
urban,2014-12-01,04,110.7
urban,2015-01-01,04,110.3
urban,2015-02-01,04,111.2
urban,2015-03-01,04,110.6
urban,2015-04-01,04,111.1
urban,2015-05-01,04,111.9
urban,2015-06-01,04,112.0
urban,2015-07-01,04,112.0
urban,2015-08-01,04,112.8
urban,2015-09-01,04,112.8
urban,2015-10-01,04,112.8
urban,2015-11-01,04,113.4
urban,2015-12-01,04,113.4
urban,2016-01-01,04,113.6
urban,2016-02-01,04,114.1
urban,2016-03-01,04,114.1
urban,2016-04-01,04,114.1
urban,2016-05-01,04,114.6
urban,2016-06-01,04,114.6
urban,2016-07-01,04,114.6
urban,2016-08-01,04,115.2
urban,2016-09-01,04,115.2
urban,2016-10-01,04,115.2
urban,2016-11-01,04,115.8
urban,2016-12-01,04,115.8
urban,2017-01-01,04,115.8
urban,2017-02-01,04,116.7
urban,2017-03-01,04,116.7
urban,2017-04-01,04,116.7
urban,2017-05-01,04,117.2
urban,2017-06-01,04,117.2
urban,2017-07-01,04,117.2
urban,2017-08-01,04,118.0
urban,2017-09-01,04,118.0
urban,2017-10-01,04,118.1
urban,2017-11-01,04,118.4
urban,2017-12-01,04,118.4
urban,2018-01-01,04,118.4
urban,2018-02-01,04,119.1
urban,2018-03-01,04,119.1
urban,2018-04-01,04,119.1
urban,2018-05-01,04,119.7
urban,2018-06-01,04,119.1
urban,2018-07-01,04,119.6
urban,2018-08-01,04,120.3
urban,2018-09-01,04,120.5
urban,2018-10-01,04,120.6
urban,2018-11-01,04,120.8
urban,2018-12-01,04,120.9
urban,2019-01-01,04,120.9
urban,2019-02-01,04,121.5
urban,2019-03-01,04,121.5
urban,2019-04-01,04,121.5
urban,2019-05-01,04,121.8
urban,2019-06-01,04,121.8
urban,2019-07-01,04,121.8
urban,2019-08-01,04,122.5
urban,2019-09-01,04,122.5
urban,2019-10-01,04,122.5
urban,2019-11-01,04,123.0
urban,2019-12-01,04,123.1
urban,2020-01-01,04,123.1
urban,2020-02-01,04,123.5
urban,2020-03-01,04,123.5
urban,2020-04-01,04,118.9
urban,2020-05-01,04,118.8
urban,2020-06-01,04,118.8
urban,2020-07-01,04,118.8
urban,2020-08-01,04,119.0
urban,2020-09-01,04,119.0
urban,2020-10-01,04,119.0
urban,2020-11-01,04,119.1
